id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
18822687,98038838,Manhattan,Financial District,Private room,70,3,18,0.69,0
18822775,107169456,Brooklyn,Flatbush,Private room,90,1,46,1.8,260
18823516,129927411,Manhattan,Chinatown,Private room,130,1,141,5.44,76
18823750,31804021,Brooklyn,South Slope,Entire home/apt,390,10,4,0.17,115
18823774,113805886,Manhattan,Upper East Side,Entire home/apt,160,31,6,0.29,338
18823930,41382247,Manhattan,Hell's Kitchen,Entire home/apt,275,1,0,,0
18823940,27522582,Brooklyn,Bushwick,Private room,43,1,4,0.15,0
18823971,13347167,Manhattan,Upper East Side,Entire home/apt,119,30,3,0.14,327
18824754,74697676,Brooklyn,Sheepshead Bay,Private room,50,5,40,1.57,321
18824820,76353083,Brooklyn,Bergen Beach,Entire home/apt,115,4,9,0.36,50
18826104,22875538,Brooklyn,Bushwick,Private room,73,1,63,2.45,0
18826197,65407018,Brooklyn,Greenpoint,Private room,85,5,45,1.79,355
18826370,9130040,Brooklyn,East Flatbush,Private room,89,1,8,0.61,365
18828134,131109595,Manhattan,East Village,Entire home/apt,75,4,0,,0
18828803,48146336,Manhattan,Hell's Kitchen,Entire home/apt,160,30,4,0.17,313
18828846,131115416,Staten Island,Emerson Hill,Entire home/apt,49,1,43,1.67,64
18835820,52777892,Manhattan,Upper East Side,Entire home/apt,10,3,10,0.39,0
18836337,95564806,Brooklyn,Brownsville,Private room,55,2,58,2.25,0
18836532,131180798,Brooklyn,Bath Beach,Entire home/apt,119,2,51,2.01,160
18837073,14480781,Brooklyn,Crown Heights,Entire home/apt,85,30,20,0.82,182
18837416,3203397,Manhattan,West Village,Entire home/apt,350,1,105,4.63,0
18838643,3714721,Manhattan,SoHo,Private room,76,2,60,2.37,116
18838909,131204454,Brooklyn,Canarsie,Entire home/apt,46,1,58,2.29,80
18840106,78299086,Brooklyn,Williamsburg,Private room,95,5,0,,0
18840683,3323956,Brooklyn,Crown Heights,Entire home/apt,79,4,2,0.08,0
18840688,34676783,Brooklyn,Greenpoint,Entire home/apt,350,2,5,0.2,0
18840735,130815919,Manhattan,SoHo,Entire home/apt,205,2,109,4.29,32
18840866,19424541,Manhattan,Upper East Side,Private room,190,1,15,0.68,63
18841864,2294171,Brooklyn,Clinton Hill,Entire home/apt,120,2,1,0.04,0
18842507,10355011,Manhattan,Financial District,Private room,135,3,76,2.93,338
18842510,31979360,Brooklyn,Midwood,Entire home/apt,111,90,0,,365
18842882,57821225,Brooklyn,Midwood,Entire home/apt,85,7,1,0.04,0
18844533,131255262,Manhattan,Upper West Side,Private room,80,1,42,1.7,0
18847331,7635592,Manhattan,Washington Heights,Private room,49,7,10,0.46,76
18848869,131293304,Manhattan,Harlem,Private room,51,2,21,0.87,0
18849349,50778925,Manhattan,Chelsea,Entire home/apt,149,5,6,0.24,0
18849787,46113651,Brooklyn,Williamsburg,Private room,55,1,0,,0
18851906,59884496,Manhattan,Upper West Side,Entire home/apt,270,2,8,0.43,0
18852048,108922928,Bronx,Allerton,Private room,49,3,1,0.04,0
18852200,42422050,Manhattan,East Village,Private room,75,2,19,0.99,303
18852245,835019,Manhattan,Harlem,Private room,55,21,7,0.29,286
18852919,129890157,Bronx,Allerton,Private room,70,1,3,0.12,0
18853435,79105834,Queens,Long Island City,Private room,54,1,73,2.89,279
18855394,516015,Brooklyn,Williamsburg,Private room,55,5,2,0.08,0
18855694,764549,Manhattan,Nolita,Private room,142,2,44,1.82,246
18855750,131354448,Queens,Flushing,Private room,50,2,54,2.09,174
18855980,109526714,Queens,East Elmhurst,Private room,50,1,97,3.86,149
18856302,130618404,Brooklyn,Crown Heights,Entire home/apt,109,1,93,3.66,79
18857134,131374030,Manhattan,Hell's Kitchen,Private room,100,1,9,0.35,0
18857790,55813598,Brooklyn,Gravesend,Private room,40,1,95,3.69,354
18857875,131383679,Manhattan,Upper West Side,Private room,100,1,14,0.55,24
18858192,71146310,Queens,Glendale,Entire home/apt,99,4,62,2.41,81
18858761,131392140,Queens,Astoria,Entire home/apt,125,2,49,1.99,86
18865511,1652471,Brooklyn,Bedford-Stuyvesant,Private room,75,2,5,0.2,16
18866187,4463379,Brooklyn,Gowanus,Entire home/apt,350,3,0,,0
18867401,128579948,Manhattan,Upper East Side,Entire home/apt,250,2,85,3.28,306
18869228,9293730,Manhattan,Upper West Side,Entire home/apt,79,30,1,0.05,329
18869692,1750299,Brooklyn,Williamsburg,Private room,90,5,13,0.6,255
18870016,920237,Manhattan,Lower East Side,Private room,80,2,42,1.64,71
18870281,131476188,Brooklyn,Flatbush,Private room,29,3,0,,0
18870342,131476092,Queens,Long Island City,Entire home/apt,85,4,13,0.51,0
18871455,20559017,Manhattan,Upper East Side,Private room,55,30,1,0.05,321
18871571,26898157,Manhattan,Lower East Side,Private room,150,3,77,3.1,59
18871734,13096043,Brooklyn,Williamsburg,Entire home/apt,250,4,40,1.58,41
18872076,15017590,Manhattan,Harlem,Private room,50,1,2,0.08,0
18872091,45605434,Queens,Long Island City,Private room,60,30,4,0.16,0
18872495,19339271,Queens,Long Island City,Private room,60,1,7,0.32,0
18872858,57165692,Bronx,Baychester,Entire home/apt,75,4,69,2.68,119
18873598,120762452,Manhattan,Murray Hill,Entire home/apt,175,30,0,,180
18873722,78711394,Brooklyn,Bedford-Stuyvesant,Private room,33,6,0,,0
18873930,120762452,Manhattan,Murray Hill,Entire home/apt,175,30,5,0.21,147
18874394,62734,Brooklyn,Gowanus,Entire home/apt,119,60,4,0.19,156
18874640,13347167,Manhattan,Upper East Side,Entire home/apt,148,30,2,0.52,264
18875426,33003994,Brooklyn,Williamsburg,Private room,77,6,30,1.19,71
18875512,91361325,Manhattan,Gramercy,Entire home/apt,118,3,103,4.02,17
18875740,11163128,Manhattan,Hell's Kitchen,Private room,350,3,28,1.11,76
18875994,25822424,Manhattan,Upper West Side,Entire home/apt,170,3,0,,0
18876580,131530387,Queens,Astoria,Private room,60,1,129,5.11,95
18876659,131530792,Brooklyn,Sheepshead Bay,Entire home/apt,105,2,22,0.87,0
18877341,4175606,Brooklyn,Bushwick,Entire home/apt,100,4,25,1.05,56
18877694,131354448,Queens,Flushing,Private room,50,2,51,1.98,156
18878093,73866735,Brooklyn,Williamsburg,Private room,65,1,1,1.0,110
18878260,5374369,Brooklyn,Carroll Gardens,Entire home/apt,245,3,24,0.97,13
18878633,71149842,Manhattan,East Village,Private room,80,1,8,0.31,0
18879379,3291930,Manhattan,Hell's Kitchen,Entire home/apt,155,1,0,,0
18888212,56265076,Queens,Kew Gardens Hills,Private room,40,6,3,0.3,89
18888585,131621761,Brooklyn,East Flatbush,Private room,50,1,0,,0
18889038,80333891,Brooklyn,Park Slope,Private room,40,7,2,0.08,0
18889564,65933105,Manhattan,West Village,Entire home/apt,254,2,4,0.17,0
18889932,11361046,Brooklyn,Crown Heights,Private room,80,5,18,0.72,312
18890521,131635044,Brooklyn,Bedford-Stuyvesant,Entire home/apt,299,2,59,2.31,180
18891508,9898029,Brooklyn,East Flatbush,Private room,67,3,6,0.27,307
18891659,27552154,Manhattan,Upper East Side,Private room,110,2,9,0.36,0
18892465,15474495,Manhattan,Chelsea,Private room,150,1,1,0.04,0
18893669,31314659,Manhattan,East Harlem,Private room,75,7,0,,0
18894145,24589216,Brooklyn,Williamsburg,Private room,80,1,19,1.11,0
18894322,19001247,Brooklyn,Carroll Gardens,Entire home/apt,800,3,1,0.05,0
18894445,2988712,Bronx,Mount Hope,Entire home/apt,48,90,2,0.16,93
18894931,37032324,Brooklyn,Bedford-Stuyvesant,Private room,52,6,5,0.2,0
18895063,34649502,Manhattan,Upper East Side,Entire home/apt,200,2,1,0.04,0
18895187,45601111,Queens,Laurelton,Private room,37,2,8,0.37,0
18895509,9484439,Manhattan,Battery Park City,Entire home/apt,200,1,4,0.16,0
18896540,131684478,Staten Island,West Brighton,Private room,45,2,47,1.89,207
18896824,4440278,Brooklyn,Williamsburg,Private room,119,3,10,0.39,180
18897119,123646786,Queens,Flushing,Private room,60,2,45,1.77,45
18897423,127560222,Queens,Long Island City,Private room,259,2,3,0.22,0
18897901,17766289,Bronx,Kingsbridge,Private room,55,5,3,0.12,364
18898808,50600973,Brooklyn,Bushwick,Shared room,25,1,105,4.22,82
18899768,14614795,Manhattan,Upper East Side,Private room,90,2,1,0.04,0
18902729,80769114,Queens,Flushing,Entire home/apt,98,1,34,1.38,55
18906081,9492212,Brooklyn,Park Slope,Private room,149,1,0,,0
18907166,81128193,Manhattan,Midtown,Private room,515,3,0,,0
18908083,33075648,Brooklyn,Bushwick,Entire home/apt,137,4,61,2.36,126
18908212,131772382,Brooklyn,Bushwick,Entire home/apt,70,2,93,3.68,142
18908252,11555258,Brooklyn,Kensington,Shared room,60,4,1,0.09,0
18908490,7093861,Manhattan,Upper West Side,Entire home/apt,200,3,22,0.9,28
18908638,20438455,Brooklyn,Borough Park,Private room,50,2,118,4.66,45
18908676,119170289,Brooklyn,Bushwick,Private room,45,3,4,0.16,8
18908677,87315657,Manhattan,Hell's Kitchen,Entire home/apt,125,2,6,0.32,0
18909484,131783806,Manhattan,Washington Heights,Private room,45,2,8,0.31,0
18909989,32880142,Brooklyn,Bushwick,Private room,45,2,0,,0
18910029,438083,Manhattan,Harlem,Entire home/apt,112,3,1,0.04,0
18910492,131792379,Queens,Astoria,Private room,55,1,0,,0
18911463,6759067,Manhattan,Upper East Side,Entire home/apt,105,2,21,0.82,0
18911633,22781364,Manhattan,Greenwich Village,Entire home/apt,175,3,3,0.12,0
18911893,33977124,Brooklyn,Bedford-Stuyvesant,Private room,65,2,0,,189
18912084,17419817,Brooklyn,Fort Greene,Private room,96,2,11,0.43,0
18913001,45777549,Manhattan,Inwood,Entire home/apt,78,4,7,0.29,0
18913089,23568850,Brooklyn,Williamsburg,Private room,120,3,4,0.16,0
18913450,27982346,Manhattan,East Harlem,Private room,49,7,5,0.21,0
18914656,131354448,Queens,Flushing,Private room,66,2,56,2.27,63
18914730,1776707,Bronx,Throgs Neck,Entire home/apt,95,1,266,10.34,345
18915587,60626720,Brooklyn,Bushwick,Private room,43,3,2,0.08,0
18915658,45935367,Brooklyn,Williamsburg,Private room,70,1,39,2.03,2
18916381,6252064,Brooklyn,Sunset Park,Entire home/apt,265,2,20,0.79,41
18916610,126176275,Brooklyn,East Flatbush,Private room,44,4,24,1.07,87
18916850,44679058,Brooklyn,Bushwick,Private room,35,2,2,0.08,0
18916917,32613511,Manhattan,Midtown,Shared room,55,1,1,0.04,0
18917540,779551,Queens,Long Island City,Private room,100,2,13,0.51,0
18917771,131858158,Brooklyn,Bensonhurst,Entire home/apt,123,2,62,2.48,131
18922939,15553988,Manhattan,Harlem,Entire home/apt,100,3,4,0.16,0
18923188,113805886,Manhattan,Upper East Side,Entire home/apt,200,31,3,0.19,281
18924273,97018938,Brooklyn,Canarsie,Private room,50,1,74,2.88,179
18924446,57230304,Queens,Elmhurst,Private room,75,1,1,0.46,364
18924938,131910116,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,3,34,1.52,258
18926057,87371335,Brooklyn,Bedford-Stuyvesant,Private room,51,2,39,1.55,276
18927333,3955342,Brooklyn,Sunset Park,Private room,45,7,3,0.12,0
18929564,6271674,Brooklyn,Crown Heights,Entire home/apt,125,3,2,0.11,0
18929965,92650708,Manhattan,Upper East Side,Private room,88,1,59,2.34,34
18931423,10655479,Brooklyn,East Flatbush,Private room,70,2,85,3.33,16
18931595,20812159,Manhattan,Harlem,Private room,55,2,8,0.31,0
18932586,35405054,Queens,Long Island City,Entire home/apt,104,1,7,0.28,0
18933994,131985573,Manhattan,Chelsea,Private room,90,2,39,1.56,17
18934106,22959695,Queens,Richmond Hill,Private room,59,1,123,4.85,0
18934728,131848646,Manhattan,Washington Heights,Private room,55,7,26,1.06,57
18935148,131993336,Queens,Forest Hills,Private room,175,1,47,2.14,176
18935359,23234988,Queens,Flushing,Entire home/apt,1500,3,0,,256
18935508,43252773,Manhattan,Harlem,Entire home/apt,199,2,5,0.24,61
18942038,12155032,Brooklyn,Bushwick,Entire home/apt,150,3,6,0.27,0
18942119,4264890,Manhattan,Midtown,Entire home/apt,145,3,66,2.61,9
18942156,2340947,Manhattan,Hell's Kitchen,Entire home/apt,220,3,8,0.31,0
18942358,131622175,Brooklyn,Park Slope,Entire home/apt,105,10,4,0.2,258
18942735,5153110,Brooklyn,Crown Heights,Entire home/apt,185,3,9,0.41,0
18943821,107579819,Brooklyn,Bushwick,Private room,45,3,8,0.31,0
18944834,5295202,Manhattan,Upper East Side,Private room,115,2,42,1.69,38
18946091,62475681,Brooklyn,Fort Hamilton,Private room,90,6,0,,365
18946105,127681510,Brooklyn,Park Slope,Entire home/apt,200,2,80,3.43,70
18946117,590825,Manhattan,Upper East Side,Entire home/apt,160,2,2,0.08,0
18946376,22899212,Queens,Ditmars Steinway,Private room,35,26,1,0.04,0
18946416,19867664,Brooklyn,Crown Heights,Entire home/apt,200,1,105,4.57,274
18948184,132103681,Manhattan,Upper East Side,Entire home/apt,129,30,2,0.08,0
18948914,70804640,Brooklyn,Bedford-Stuyvesant,Entire home/apt,1067,2,64,2.51,32
18949137,33683538,Manhattan,Morningside Heights,Entire home/apt,120,12,11,0.43,0
18949153,25391872,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,105,1,7,0.27,0
18949917,9864136,Brooklyn,Bushwick,Private room,36,2,8,0.37,311
18950091,106351521,Brooklyn,Prospect-Lefferts Gardens,Private room,100,2,0,,0
18956236,132178349,Queens,Long Island City,Private room,74,4,34,1.38,8
18957055,35201199,Brooklyn,Windsor Terrace,Entire home/apt,68,2,5,0.2,0
18957522,37100193,Manhattan,Midtown,Entire home/apt,122,1,120,5.03,220
18957774,132194726,Manhattan,Upper West Side,Entire home/apt,200,5,0,,0
18958323,21190402,Staten Island,Emerson Hill,Private room,85,1,0,,0
18958355,57643057,Queens,Long Island City,Private room,71,7,94,3.66,194
18958724,40510005,Brooklyn,Bushwick,Private room,50,1,11,0.44,0
18959626,21706118,Manhattan,Murray Hill,Private room,138,2,41,1.9,66
18960386,132219056,Brooklyn,Bedford-Stuyvesant,Private room,39,2,65,2.57,223
18960496,132219692,Manhattan,Midtown,Entire home/apt,158,1,138,5.45,142
18961150,5139965,Queens,Long Island City,Entire home/apt,195,1,3,0.12,0
18962847,58773420,Brooklyn,Williamsburg,Private room,80,3,4,0.16,0
18962916,128086219,Queens,Rosedale,Private room,38,2,61,2.39,171
18962999,22100955,Brooklyn,Bedford-Stuyvesant,Entire home/apt,134,4,65,2.56,130
18963479,132245692,Manhattan,Midtown,Entire home/apt,70,2,79,3.21,98
18970683,131476075,Brooklyn,Bushwick,Private room,50,1,31,1.24,179
18971860,4189991,Brooklyn,Williamsburg,Private room,60,2,0,,0
18971993,128237188,Manhattan,East Harlem,Private room,79,3,66,2.67,263
18972792,59799262,Brooklyn,Gowanus,Entire home/apt,150,6,2,0.08,0
18975097,17079377,Queens,Ditmars Steinway,Private room,50,1,12,0.63,0
18976585,27131793,Queens,Jackson Heights,Private room,46,1,19,0.75,0
18976933,111308649,Brooklyn,Williamsburg,Private room,65,3,2,0.13,0
18979087,70074907,Manhattan,Roosevelt Island,Private room,51,1,2,0.08,0
18979981,4365106,Manhattan,West Village,Entire home/apt,176,3,13,0.6,64
18984088,2511668,Bronx,Kingsbridge,Private room,60,3,19,0.75,81
18985595,132435618,Brooklyn,East New York,Entire home/apt,95,2,91,3.63,60
18988028,131211034,Bronx,University Heights,Private room,60,1,1,0.05,0
18988814,88322109,Brooklyn,Windsor Terrace,Entire home/apt,350,6,0,,47
18989137,132464510,Brooklyn,Boerum Hill,Private room,125,1,8,0.32,156
18992110,12420115,Manhattan,Lower East Side,Entire home/apt,170,1,16,0.63,0
18992672,47464383,Manhattan,Hell's Kitchen,Private room,350,2,1,0.04,0
18992796,74633496,Bronx,University Heights,Private room,40,3,26,1.03,365
18993091,132485225,Brooklyn,Bensonhurst,Private room,42,8,26,1.04,43
18993379,132266502,Staten Island,Westerleigh,Entire home/apt,103,3,1,0.09,189
18993398,132484183,Queens,Jamaica,Entire home/apt,165,3,53,2.14,153
18994394,6825747,Brooklyn,Sunset Park,Entire home/apt,128,5,6,0.25,0
18994641,3339820,Queens,Arverne,Entire home/apt,250,2,10,0.4,166
18994965,132486597,Queens,Astoria,Private room,60,1,54,2.21,73
18996087,58108232,Brooklyn,Williamsburg,Entire home/apt,109,2,0,,0
18996206,132513543,Manhattan,Upper East Side,Entire home/apt,465,4,1,0.05,0
18996283,48590699,Manhattan,Midtown,Private room,100,1,8,0.32,0
18996738,5391472,Brooklyn,Crown Heights,Private room,40,14,1,0.04,0
18997233,80333891,Brooklyn,Gowanus,Private room,45,30,2,0.1,0
18997283,13237695,Brooklyn,Prospect Heights,Private room,85,3,3,0.13,189
18997371,90104417,Staten Island,Tottenville,Entire home/apt,85,2,49,2.08,159
18997373,92987625,Brooklyn,Clinton Hill,Entire home/apt,225,3,0,,0
18997559,56076854,Brooklyn,Bushwick,Private room,65,5,20,0.78,365
18997907,49270426,Brooklyn,Williamsburg,Private room,55,6,1,0.07,0
18998283,19603674,Brooklyn,Greenpoint,Entire home/apt,59,3,0,,0
18998595,64453478,Brooklyn,South Slope,Entire home/apt,225,2,78,3.18,80
18999045,21772730,Brooklyn,Gowanus,Entire home/apt,200,5,0,,0
18999626,35323444,Manhattan,Hell's Kitchen,Private room,200,3,1,1.0,8
18999839,76359133,Queens,Fresh Meadows,Private room,55,1,113,4.44,137
19000161,132559939,Brooklyn,Williamsburg,Entire home/apt,180,2,20,1.17,0
19001879,132576479,Brooklyn,Greenpoint,Entire home/apt,115,30,8,0.37,183
19007359,21657100,Brooklyn,Williamsburg,Entire home/apt,185,2,36,1.44,85
19009220,60494212,Brooklyn,Bushwick,Private room,50,3,1,0.04,0
19010266,132629359,Manhattan,Flatiron District,Entire home/apt,218,4,3,0.13,9
19010699,25346530,Queens,Long Island City,Entire home/apt,99,1,3,0.12,0
19010965,27522582,Brooklyn,Bushwick,Private room,70,1,0,,0
19011068,132635232,Manhattan,Harlem,Private room,99,2,59,2.38,362
19011267,6720525,Manhattan,East Village,Private room,100,3,64,2.58,224
19011527,5490071,Manhattan,East Harlem,Entire home/apt,150,4,67,2.7,242
19011610,19544315,Manhattan,Washington Heights,Private room,35,1,0,,0
19012156,2261706,Brooklyn,Williamsburg,Private room,75,2,3,0.12,0
19012181,132644162,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,250,1,1,0.04,0
19012262,132644665,Brooklyn,Canarsie,Private room,78,2,45,1.78,41
19012370,10447807,Manhattan,Battery Park City,Entire home/apt,250,4,0,,0
19013171,56909,Manhattan,Kips Bay,Private room,117,7,1,0.15,332
19013218,10903067,Manhattan,Hell's Kitchen,Entire home/apt,179,3,17,0.67,5
19013613,129474716,Manhattan,West Village,Entire home/apt,1599,30,6,0.24,0
19013673,5944076,Brooklyn,Prospect-Lefferts Gardens,Private room,49,2,15,0.59,251
19015029,117365574,Manhattan,Chelsea,Private room,85,1,77,3.84,310
19015421,17099762,Manhattan,Lower East Side,Private room,80,2,0,,0
19015592,22221213,Manhattan,Chelsea,Entire home/apt,350,2,10,0.72,104
19015637,20287719,Manhattan,Upper East Side,Entire home/apt,100,5,0,,0
19015721,3309783,Manhattan,Harlem,Private room,125,6,3,0.12,0
19017366,41387722,Queens,Astoria,Private room,65,21,0,,0
19017429,41171451,Manhattan,Harlem,Private room,80,1,18,0.75,179
19017889,92342,Brooklyn,Williamsburg,Entire home/apt,220,3,42,1.71,0
19018157,132698746,Queens,Glendale,Entire home/apt,100,2,117,5.33,3
19018768,185745,Manhattan,Lower East Side,Entire home/apt,300,2,0,,0
19018914,11540240,Brooklyn,Williamsburg,Private room,40,7,1,0.04,0
19018987,170553,Manhattan,Upper West Side,Entire home/apt,389,6,0,,105
19019159,5049863,Brooklyn,Williamsburg,Private room,45,14,1,0.1,0
19019275,71360671,Manhattan,Upper West Side,Entire home/apt,90,30,0,,117
19019325,132711675,Manhattan,Murray Hill,Private room,60,10,0,,19
19019762,7813520,Brooklyn,Bushwick,Private room,49,2,55,2.15,332
19021031,70074907,Manhattan,Roosevelt Island,Private room,51,1,0,,0
19027786,33552302,Manhattan,East Harlem,Private room,125,1,11,0.44,341
19028078,44547688,Brooklyn,East New York,Private room,52,1,13,0.53,365
19030149,182461,Queens,Ozone Park,Entire home/apt,110,3,81,3.33,9
19031108,132801944,Queens,Astoria,Private room,38,4,19,0.75,188
19032635,49193707,Manhattan,Washington Heights,Private room,60,5,16,0.65,0
19032888,36651854,Manhattan,Washington Heights,Private room,55,6,12,0.47,3
19034388,706623,Brooklyn,Bushwick,Entire home/apt,119,3,12,0.51,50
19035295,93356179,Brooklyn,Bushwick,Entire home/apt,121,5,3,0.12,0
19035560,16026934,Manhattan,East Village,Private room,89,2,14,0.55,0
19036088,6164507,Brooklyn,Williamsburg,Private room,60,7,0,,0
19036290,912657,Brooklyn,Bedford-Stuyvesant,Private room,80,4,3,0.12,104
19036361,97794385,Queens,Jamaica,Private room,60,2,42,1.65,0
19036742,16070950,Manhattan,Morningside Heights,Private room,90,20,1,0.05,0
19037873,26440775,Queens,Forest Hills,Entire home/apt,115,30,12,0.47,66
19038705,17122534,Bronx,Clason Point,Entire home/apt,350,3,1,0.09,0
19038815,131976173,Brooklyn,Bedford-Stuyvesant,Private room,85,1,177,7.05,49
19044895,85526404,Queens,Flushing,Private room,55,1,37,1.46,0
19046687,14396342,Queens,Long Island City,Private room,61,2,111,4.46,109
19047711,26410240,Manhattan,Lower East Side,Private room,95,6,2,0.08,0
19048034,22343983,Manhattan,Washington Heights,Private room,35,2,5,0.2,0
19049100,23431638,Manhattan,Murray Hill,Entire home/apt,150,3,42,1.67,40
19049402,105642760,Manhattan,Battery Park City,Entire home/apt,350,7,4,0.33,51
19049449,19419141,Brooklyn,Bushwick,Private room,48,3,0,,0
19049579,7980049,Manhattan,Upper West Side,Entire home/apt,165,2,8,0.33,0
19049956,132967604,Brooklyn,Crown Heights,Private room,45,8,3,0.12,0
19050995,56081679,Brooklyn,Bedford-Stuyvesant,Private room,200,2,2,0.08,0
19051760,132983866,Manhattan,Washington Heights,Private room,75,1,100,4.52,280
19051802,71825402,Manhattan,East Village,Entire home/apt,279,2,4,0.19,0
19052801,89316119,Brooklyn,Williamsburg,Entire home/apt,300,2,0,,0
19053614,69124870,Brooklyn,Williamsburg,Private room,400,1,49,2.48,77
19054163,133004690,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,1,107,4.28,240
19054284,33195149,Brooklyn,Crown Heights,Private room,125,10,0,,0
19054683,97907084,Bronx,Wakefield,Entire home/apt,28,1,0,,0
19054757,133010064,Manhattan,Financial District,Entire home/apt,140,2,76,3.02,0
19055226,58225,Brooklyn,Bedford-Stuyvesant,Private room,101,2,9,0.36,364
19055440,81274648,Brooklyn,Bushwick,Private room,43,2,71,2.8,90
19056212,35078736,Brooklyn,Cobble Hill,Entire home/apt,424,21,1,0.09,31
19056511,67609111,Manhattan,Harlem,Private room,80,1,0,,0
19056694,34466355,Brooklyn,Williamsburg,Entire home/apt,170,3,7,0.28,0
19057006,85082002,Brooklyn,Crown Heights,Private room,60,3,2,0.09,0
19057018,356490,Queens,Flushing,Shared room,1000,1,0,,0
19057073,538008,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,5,23,0.95,1
19057479,10448572,Manhattan,East Harlem,Entire home/apt,115,3,12,0.47,7
19057619,133037177,Manhattan,Inwood,Private room,36,28,28,1.12,106
19057791,14935858,Manhattan,Hell's Kitchen,Private room,49,1,41,1.62,8
19058675,133045826,Manhattan,Washington Heights,Entire home/apt,108,7,4,0.17,50
19058691,133045713,Manhattan,Greenwich Village,Entire home/apt,578,5,70,2.84,240
19062809,22860779,Brooklyn,Crown Heights,Private room,40,5,5,0.21,0
19063118,22959695,Queens,Richmond Hill,Private room,50,1,106,4.15,0
19064354,127784473,Manhattan,Roosevelt Island,Private room,55,10,1,0.04,0
19066190,52052321,Brooklyn,Bedford-Stuyvesant,Private room,46,3,6,0.24,0
19066476,29614678,Manhattan,Greenwich Village,Private room,150,2,60,2.37,125
19067757,100128949,Queens,Astoria,Private room,39,1,4,0.17,136
19068247,23991242,Brooklyn,Bushwick,Entire home/apt,100,2,1,1.0,99
19068469,69211977,Manhattan,Harlem,Private room,36,25,0,,0
19068933,133123832,Manhattan,Upper West Side,Entire home/apt,113,30,0,,69
19069048,778994,Manhattan,East Village,Entire home/apt,300,14,5,0.2,2
19069305,10402380,Brooklyn,Prospect Heights,Private room,50,1,144,5.65,0
19069372,133127495,Manhattan,Upper West Side,Entire home/apt,115,88,5,0.22,220
19069381,22455812,Manhattan,Harlem,Private room,100,2,1,0.04,0
19069649,133130315,Manhattan,Hell's Kitchen,Private room,99,3,12,0.57,179
19069726,38217925,Brooklyn,Greenpoint,Private room,120,5,0,,88
19069900,1424716,Manhattan,East Village,Entire home/apt,175,3,7,0.3,0
19069915,61391963,Manhattan,Midtown,Entire home/apt,125,30,2,0.15,140
19069994,51501835,Manhattan,Hell's Kitchen,Entire home/apt,100,30,2,0.09,345
19070571,39601665,Manhattan,East Harlem,Private room,53,180,0,,357
19071002,50600973,Brooklyn,Bushwick,Shared room,29,1,124,4.99,73
19071374,133147190,Brooklyn,Bushwick,Private room,70,2,1,0.04,179
19072587,60993452,Manhattan,Murray Hill,Private room,52,3,4,0.16,0
19072989,4440278,Brooklyn,Williamsburg,Private room,105,3,8,0.32,179
19073347,83756656,Manhattan,Lower East Side,Shared room,29,2,21,0.86,0
19073356,4440278,Brooklyn,Williamsburg,Private room,110,3,3,0.12,179
19073637,16006197,Brooklyn,South Slope,Private room,80,2,50,1.98,86
19073760,91718195,Brooklyn,Kensington,Private room,31,25,3,0.12,0
19074024,113570467,Manhattan,Midtown,Shared room,320,1,1,0.1,179
19079187,60993452,Manhattan,Murray Hill,Private room,40,4,3,0.12,0
19080665,7086450,Brooklyn,Bushwick,Private room,70,5,0,,0
19080983,59089796,Queens,Richmond Hill,Entire home/apt,104,2,78,3.26,65
19081224,133239401,Bronx,Bronxdale,Entire home/apt,100,7,0,,180
19081969,21810947,Manhattan,Midtown,Entire home/apt,1200,7,0,,0
19083269,4464205,Brooklyn,Bushwick,Private room,37,2,6,0.25,0
19083282,51698646,Queens,Sunnyside,Private room,40,10,1,0.06,2
19083490,35031975,Manhattan,Hell's Kitchen,Entire home/apt,207,1,0,,0
19084168,6219701,Brooklyn,Fort Greene,Entire home/apt,150,10,1,0.04,0
19085402,133281513,Brooklyn,Williamsburg,Entire home/apt,180,1,16,0.65,0
19085687,69442306,Brooklyn,Prospect-Lefferts Gardens,Private room,90,3,1,0.04,0
19085711,9864136,Brooklyn,Bushwick,Private room,36,2,7,0.29,318
19086281,30168229,Brooklyn,Bedford-Stuyvesant,Private room,80,2,0,,0
19087480,133308687,Manhattan,East Harlem,Private room,145,2,75,3.07,59
19087695,51380878,Brooklyn,Flatbush,Private room,33,2,71,3.17,15
19087867,97513787,Manhattan,Chinatown,Private room,68,20,6,0.31,332
19093551,1295284,Brooklyn,Midwood,Entire home/apt,70,7,0,,0
19093789,49781652,Brooklyn,Williamsburg,Private room,67,3,21,0.86,0
19094358,123974198,Manhattan,Inwood,Entire home/apt,175,2,7,0.29,0
19094427,16020315,Manhattan,Inwood,Entire home/apt,100,2,9,0.59,0
19094459,624441,Manhattan,Upper West Side,Entire home/apt,180,30,9,0.43,57
19094558,23821111,Manhattan,Greenwich Village,Private room,200,2,0,,0
19094695,11687702,Manhattan,Hell's Kitchen,Entire home/apt,160,4,1,0.04,0
